date,cat,count,text
6/01/2015,economic,681599.64,Some text
12/01/2015,economic,2065424.36,Some text
13/01/2015,economic,689882.39,Some text
23/01/2015,economic,689835.22,Some text
27/01/2015,economic,689788.06,Some text
28/01/2015,economic,689740.90,Some text
29/01/2015,economic,2792124.25,Some text
31/01/2015,economic,723135.05,Some text
3/02/2015,economic,723085.59,Some text
4/02/2015,economic,1446022.80,Some text
5/02/2015,economic,1445824.95,Some text
6/02/2015,economic,741155.29,Some text
9/02/2015,economic,2232639.91,Some text
16/02/2015,economic,2251136.26,Some text
18/02/2015,economic,2250673.99,Some text
19/02/2015,economic,750121.93,Some text
24/02/2015,economic,750070.57,Some text
27/02/2015,economic,750019.21,Some text
2/03/2015,economic,749967.84,Some text
3/03/2015,economic,749916.48,Some text
5/03/2015,economic,752238.93,Some text
9/03/2015,economic,1504323.29,Some text
10/03/2015,economic,1504117.18,Some text
11/03/2015,economic,1521040.05,Some text
12/03/2015,economic,1537959.40,Some text
13/03/2015,economic,869867.12,Some text
16/03/2015,economic,892472.83,Some text
17/03/2015,economic,922377.35,Some text
18/03/2015,economic,922314.12,Some text
19/03/2015,economic,922250.89,Some text
20/03/2015,economic,922187.66,Some text
23/03/2015,economic,939415.76,Some text
25/03/2015,economic,1007127.17,Some text
26/03/2015,economic,2049071.74,Some text
27/03/2015,economic,2109027.84,Some text
2/04/2015,economic,1070577.46,Some text
6/04/2015,economic,1070504.02,Some text
7/04/2015,economic,1101460.16,Some text
15/04/2015,economic,1101384.59,Some text
16/04/2015,economic,1101309.03,Some text
17/04/2015,economic,1101233.46,Some text
22/04/2015,economic,4404178.16,Some text
27/04/2015,economic,2201635.68,Some text
28/04/2015,economic,1131681.91,Some text
30/04/2015,economic,2263130.75,Some text
1/05/2015,economic,1153809.35,Some text
4/05/2015,economic,1153730.12,Some text
5/05/2015,economic,1153650.89,Some text
6/05/2015,economic,2307064.10,Some text
7/05/2015,economic,5769202.50,Some text
8/05/2015,economic,2307907.06,Some text
13/05/2015,economic,1153834.59,Some text
19/05/2015,economic,2320872.72,Some text
20/05/2015,economic,1167037.21,Some text
21/05/2015,economic,2333833.76,Some text
22/05/2015,economic,2333512.88,Some text
26/05/2015,economic,1166636.11,Some text
27/05/2015,economic,1166555.89,Some text
28/05/2015,economic,1166475.67,Some text
29/05/2015,economic,1166395.45,Some text
3/06/2015,economic,2332550.24,Some text
4/06/2015,economic,2332229.36,Some text
5/06/2015,economic,2352045.36,Some text
10/06/2015,economic,2391351.35,Some text
11/06/2015,economic,1224226.85,Some text
12/06/2015,economic,2451780.39,Some text
16/06/2015,economic,12271730.71,Some text
17/06/2015,economic,1235068.98,Some text
18/06/2015,economic,1234983.91,Some text
19/06/2015,economic,1243995.93,Some text
22/06/2015,economic,1243910.23,Some text
23/06/2015,economic,1243824.53,Some text
24/06/2015,economic,2516519.20,Some text
25/06/2015,economic,1272692.66,Some text
26/06/2015,economic,1272604.96,Some text
28/06/2015,economic,1272517.25,Some text
29/06/2015,economic,3825870.64,Some text
30/06/2015,economic,5135304.53,Some text
1/07/2015,economic,2573016.07,Some text
2/07/2015,economic,2572661.19,Some text
3/07/2015,economic,1286197.51,Some text
6/07/2015,economic,2602070.02,Some text
7/07/2015,economic,2601711.00,Some text
10/07/2015,economic,1300720.87,Some text
13/07/2015,economic,3950290.54,Some text
14/07/2015,economic,1324692.56,Some text
15/07/2015,economic,1324601.13,Some text
17/07/2015,economic,1324509.70,Some text
20/07/2015,economic,2648745.09,Some text
21/07/2015,economic,1324235.39,Some text
22/07/2015,economic,1324143.96,Some text
23/07/2015,economic,1324052.53,Some text
25/07/2015,economic,1333771.39,Some text
27/07/2015,economic,1338584.09,Some text
28/07/2015,economic,1338491.64,Some text
3/08/2015,economic,4014920.22,Some text
5/08/2015,economic,1338121.84,Some text
6/08/2015,economic,4013810.82,Some text
10/08/2015,economic,2675411.63,Some text
11/08/2015,economic,1337567.14,Some text
12/08/2015,economic,1337474.69,Some text
14/08/2015,economic,1362080.29,Some text
18/08/2015,economic,2754094.40,Some text
20/08/2015,economic,1378892.50,Some text
24/08/2015,economic,4137868.89,Some text
25/08/2015,economic,1381229.56,Some text
26/08/2015,economic,2762172.53,Some text
27/08/2015,economic,1380942.97,Some text
28/08/2015,economic,2761599.37,Some text
29/08/2015,economic,1380656.39,Some text
31/08/2015,economic,1380560.87,Some text
1/09/2015,economic,2774493.61,Some text
3/09/2015,economic,2774109.61,Some text
4/09/2015,economic,2796481.79,Some text
7/09/2015,economic,4193996.77,Some text
8/09/2015,economic,2795513.91,Some text
10/09/2015,economic,2854483.93,Some text
14/09/2015,economic,1431825.83,Some text
15/09/2015,economic,2876555.59,Some text
16/09/2015,economic,4333886.27,Some text
18/09/2015,economic,1444428.59,Some text
22/09/2015,economic,2888556.92,Some text
24/09/2015,economic,1448864.68,Some text
25/09/2015,economic,1448764.27,Some text
28/09/2015,economic,5794052.94,Some text
30/09/2015,economic,1448262.20,Some text
1/10/2015,economic,1448161.79,Some text
2/10/2015,economic,1466014.35,Some text
6/10/2015,economic,4397433.09,Some text
7/10/2015,economic,1480148.08,Some text
8/10/2015,economic,2959988.16,Some text
10/10/2015,economic,1479840.08,Some text
12/10/2015,economic,6251002.79,Some text
13/10/2015,economic,4689456.42,Some text
14/10/2015,economic,3125761.82,Some text
16/10/2015,economic,1562718.17,Some text
20/10/2015,economic,3169313.66,Some text
21/10/2015,economic,3168873.56,Some text
22/10/2015,economic,1616247.57,Some text
23/10/2015,economic,3310193.62,Some text
26/10/2015,economic,1654924.38,Some text
27/10/2015,economic,1654809.42,Some text
30/10/2015,economic,3309273.97,Some text
1/11/2015,economic,1654464.55,Some text
2/11/2015,economic,3357332.53,Some text
3/11/2015,economic,1678491.29,Some text
4/11/2015,economic,3374123.93,Some text
5/11/2015,economic,1715904.10,Some text
6/11/2015,economic,5246800.63,Some text
9/11/2015,economic,3570539.79,Some text
10/11/2015,economic,1817475.45,Some text
11/11/2015,economic,5451668.01,Some text
12/11/2015,economic,1816969.89,Some text
16/11/2015,economic,3749355.20,Some text
17/11/2015,economic,1874481.97,Some text
18/11/2015,economic,1874351.56,Some text
19/11/2015,economic,3813907.98,Some text
20/11/2015,economic,1920080.32,Some text
25/11/2015,economic,1930946.58,Some text
27/11/2015,economic,1930812.19,Some text
30/11/2015,economic,1930677.80,Some text
1/12/2015,economic,1930543.41,Some text
3/12/2015,economic,5822936.26,Some text
8/12/2015,economic,1940708.48,Some text
11/12/2015,economic,1940573.34,Some text
14/12/2015,economic,3884298.19,Some text
17/12/2015,economic,1943724.60,Some text
18/12/2015,economic,1943589.21,Some text
21/12/2015,economic,1943453.82,Some text
22/12/2015,economic,3886501.49,Some text
3/01/2016,economic,1952345.84,Some text
4/01/2016,economic,7812883.46,Some text
7/01/2016,economic,3912915.17,Some text
